,TransactionNo,BranchID,ReservationDate,FinancingType,ClientID,SourceofSale,StatusCode,UnitCode,LotPrice,Vat,GrossLotPrice,SalesDisc,NetLotPrice,Misc,TCP,"INSERT INTO ReservationHDR (
    TransactionNo, BranchID, ReservationDate, FinTypeCode, ClientID,
    SourceCode, StatusCode, UnitCode, LotPrice, Vat, GrossLotPrice,
    SalesDisc, NetLotPrice, Misc, TCP
) VALUES ("
,018-2024-RS-000287,18,2/26/2024 21:18,INH,966115,AGT,13,HIJ-27-12-E,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,014-2024-RS-000155,14,2/27/2024 10:14,INH,965960,AGT,13,EFG-6-45-J,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000156,14,2/27/2024 10:29,INH,965961,AGT,13,EFG-6-45-I,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000157,14,2/27/2024 11:18,INH,965965,AGT,13,EFG-6-36-L,99687.5,11962.5,111650.00,5582.50,106067.50,33350.00,139417.50,
,014-2024-RS-000158,14,2/27/2024 11:33,INH,965965,AGT,13,EFG-6-36-K,99687.5,11962.5,111650.00,5582.50,106067.50,33350.00,139417.50,
,014-2024-RS-000159,14,2/27/2024 11:38,INH,965965,AGT,13,EFG-6-36-M,99687.5,11962.5,111650.00,5582.50,106067.50,33350.00,139417.50,
,014-2024-RS-000160,14,2/27/2024 11:43,INH,965965,AGT,13,EFG-6-36-N,99687.5,11962.5,111650.00,5582.50,106067.50,33350.00,139417.50,
,014-2024-RS-000161,14,2/27/2024 11:47,INH,965965,AGT,13,EFG-6-36-T,99687.5,11962.5,111650.00,5582.50,106067.50,33350.00,139417.50,
,014-2024-RS-000162,14,2/27/2024 16:12,INH,966018,AGT,13,EFG-9-4-W,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000163,14,2/27/2024 17:27,INH,966022,OFCEMP,13,EFG-6-33-G,113437.5,13612.5,127050.00,15246.00,111804.00,37950.00,149754.00,
,018-2024-RS-000244,18,2/28/2024 6:30,INH,966052,AGT,13,HIJ-17-20-T,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000257,18,2/28/2024 10:56,INH,966062,OFCEMP,13,HIJ-20-30-O,71651.79,8598.21,80250.00,1605.00,78645.00,26750.00,105395.00,
,018-2024-RS-000259,18,2/28/2024 11:44,INH,966063,AGT,13,HIJ-17-20-S,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,014-2024-RS-000164,14,2/28/2024 13:30,INH,92177,AGT,13,EFG-6-35-T,106562.5,12787.5,119350.00,0.00,119350.00,35650.00,155000.00,
,014-2024-RS-000165,14,2/28/2024 14:25,INH,965915,AGT,13,EFG-6-35-K,106562.5,12787.5,119350.00,2387.00,116963.00,35650.00,152613.00,
,014-2024-RS-000167,14,2/28/2024 15:50,INH,966044,AGT,13,EFG-6-35-J,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000168,14,2/28/2024 16:07,INH,966046,AGT,13,EFG-6-35-G,99687.5,11962.5,111650.00,3349.50,108300.50,33350.00,141650.50,
,014-2024-RS-000169,14,2/28/2024 16:14,INH,966047,AGT,13,EFG-6-33-F,106562.5,12787.5,119350.00,0.00,119350.00,35650.00,155000.00,
,014-2024-RS-000170,14,2/28/2024 16:18,INH,966046,AGT,13,EFG-6-35-H,99687.5,11962.5,111650.00,3349.50,108300.50,33350.00,141650.50,
,014-2024-RS-000171,14,2/28/2024 16:34,INH,966046,AGT,13,EFG-6-35-I,99687.5,11962.5,111650.00,3349.50,108300.50,33350.00,141650.50,
,018-2024-RS-000273,18,2/28/2024 18:32,INH,966103,AGT,13,HIJ-18-16-E,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000275,18,2/28/2024 18:53,INH,966106,AGT,13,HIJ-18-16-D,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000281,18,2/28/2024 20:21,DEF,965957,AGT,13,HIJ-27-38-J,78348.21,9401.79,87750.00,0.00,87750.00,29250.00,117000.00,
,014-2024-RS-000172,14,2/29/2024 9:48,DEF,92141,AGT,13,EFG-9-12-B,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,021-2024-RS-000210,21,2/29/2024 9:57,INH,966068,AGT,13,KLM-2-B-1-R,30133.93,3616.07,33750.00,0.00,33750.00,11250.00,45000.00,
,018-2024-RS-000255,18,2/29/2024 10:15,INH,965964,AGT,13,HIJ-16-16-B,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,021-2024-RS-000212,21,2/29/2024 10:32,INH,966036,AGT,13,KLM-2-B-1-O,30133.93,3616.07,33750.00,0.00,33750.00,11250.00,45000.00,
,021-2024-RS-000213,21,2/29/2024 10:41,INH,954650,AGT,13,KLM-2-B-1-S,30133.93,3616.07,33750.00,0.00,33750.00,11250.00,45000.00,
,021-2024-RS-000214,21,2/29/2024 10:48,INH,966034,AGT,13,KLM-2-B-1-Q,30133.93,3616.07,33750.00,0.00,33750.00,11250.00,45000.00,
,018-2024-RS-000288,18,2/29/2024 10:54,INH,966121,AGT,13,HIJ-17-19-F,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,021-2024-RS-000215,21,2/29/2024 10:58,INH,966037,AGT,13,KLM-2-B-1-P,30133.93,3616.07,33750.00,0.00,33750.00,11250.00,45000.00,
,018-2024-RS-000289,18,2/29/2024 11:15,INH,966124,AGT,13,HIJ-17-21-P,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,021-2024-RS-000216,21,2/29/2024 11:35,DEF,966118,AGT,13,KLM-2-B-1-U,30133.93,3616.07,33750.00,0.00,33750.00,11250.00,45000.00,
,021-2024-RS-000217,21,2/29/2024 11:49,INH,966038,AGT,13,KLM-2-B-1-N,30133.93,3616.07,33750.00,0.00,33750.00,11250.00,45000.00,
,021-2024-RS-000218,21,2/29/2024 12:10,INH,963670,AGT,13,KLM-2-B-1-L,30133.93,3616.07,33750.00,0.00,33750.00,11250.00,45000.00,
,012-2024-RS-000035,12,2/29/2024 12:11,INH,966067,AGT,13,ABC-15-19-Q,63616.07,7633.93,71250.00,0.00,71250.00,23750.00,95000.00,
,021-2024-RS-000219,21,2/29/2024 12:14,INH,966117,AGT,13,KLM-2-B-1-M,30133.93,3616.07,33750.00,0.00,33750.00,11250.00,45000.00,
,021-2024-RS-000220,21,2/29/2024 12:22,DEF,945608,AGT,13,KLM-2-B-1-G,30133.93,3616.07,33750.00,0.00,33750.00,11250.00,45000.00,
,021-2024-RS-000221,21,2/29/2024 12:31,DEF,945608,AGT,13,KLM-2-B-1-H,30133.93,3616.07,33750.00,0.00,33750.00,11250.00,45000.00,
,021-2024-RS-000204,21,2/29/2024 13:43,DEF,966070,AGT,13,KLM-9-6-L,64285.71,7714.29,72000.00,2160.00,69840.00,24000.00,93840.00,
,021-2024-RS-000205,21,2/29/2024 13:50,DEF,966070,AGT,13,KLM-9-6-M,64285.71,7714.29,72000.00,2160.00,69840.00,24000.00,93840.00,
,021-2024-RS-000206,21,2/29/2024 13:54,DEF,966070,AGT,13,KLM-9-6-N,64285.71,7714.29,72000.00,2160.00,69840.00,24000.00,93840.00,
,018-2024-RS-000292,18,2/29/2024 14:46,INH,966126,AGT,13,HIJ-11-28-D,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,012-2024-RS-000036,12,2/29/2024 14:54,DEF,902285,AGT,13,ABC-4B-2-K,32142.86,3857.14,36000.00,0.00,36000.00,12000.00,48000.00,
,018-2024-RS-000293,18,2/29/2024 14:59,INH,966127,AGT,13,HIJ-11-28-E,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,014-2024-RS-000175,14,2/29/2024 15:21,INH,966141,AGT,13,EFG-9-4-U,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,012-2024-RS-000037,12,2/29/2024 15:34,DEF,902285,AGT,13,ABC-4B-2-M,32142.86,3857.14,36000.00,0.00,36000.00,12000.00,48000.00,
,014-2024-RS-000173,14,2/29/2024 15:40,INH,966081,AGT,13,EFG-9-3-Y,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,021-2024-RS-000222,21,2/29/2024 15:59,DEF,966070,AGT,13,KLM-9-6-K,64285.71,7714.29,72000.00,2160.00,69840.00,24000.00,93840.00,
,012-2024-RS-000038,12,2/29/2024 16:01,DEF,902285,AGT,13,ABC-4B-2-O,32142.86,3857.14,36000.00,0.00,36000.00,12000.00,48000.00,
,014-2024-RS-000174,14,2/29/2024 16:28,DEF,966089,AGT,13,EFG-6-41-H,113437.5,13612.5,127050.00,0.00,127050.00,37950.00,165000.00,
,012-2024-RS-000039,12,2/29/2024 16:39,DEF,902285,AGT,13,ABC-4B-2-J,32142.86,3857.14,36000.00,0.00,36000.00,12000.00,48000.00,
,012-2024-RS-000040,12,2/29/2024 16:43,DEF,902285,AGT,13,ABC-4B-2-L,32142.86,3857.14,36000.00,0.00,36000.00,12000.00,48000.00,
,012-2024-RS-000041,12,2/29/2024 17:08,DEF,902285,AGT,13,ABC-4B-2-N,32142.86,3857.14,36000.00,0.00,36000.00,12000.00,48000.00,
,018-2024-RS-000294,18,2/29/2024 17:38,INH,966154,AGT,13,HIJ-20-13-D,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000276,18,2/29/2024 18:54,INH,74981,AGT,13,HIJ-11-20-H,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000283,18,2/29/2024 20:40,INH,966113,AGT,13,HIJ-27-38-H,78348.21,9401.79,87750.00,0.00,87750.00,29250.00,117000.00,
,012-2024-RS-000042,12,2/29/2024 21:16,DEF,966167,AGT,13,ABC-4B-4-N,32142.86,3857.14,36000.00,0.00,36000.00,12000.00,48000.00,
,012-2024-RS-000043,12,2/29/2024 22:05,DEF,966167,AGT,13,ABC-4B-4-O,32142.86,3857.14,36000.00,0.00,36000.00,12000.00,48000.00,
,012-2024-RS-000044,12,3/2/2024 13:29,INH,902919,AGT,13,ABC-32-30-F,65625,7875,73500.00,0.00,73500.00,24500.00,98000.00,
,012-2024-RS-000045,12,3/2/2024 13:58,INH,902919,AGT,13,ABC-32-30-G,65625,7875,73500.00,0.00,73500.00,24500.00,98000.00,
,012-2024-RS-000046,12,3/2/2024 14:01,INH,902919,AGT,13,ABC-32-30-H,65625,7875,73500.00,0.00,73500.00,24500.00,98000.00,
,014-2024-RS-000178,14,3/4/2024 9:37,DEF,966184,AGT,13,EFG-6-34-I,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000181,14,3/4/2024 16:56,DEF,966190,AGT,13,EFG-6-26-Q,99687.5,11962.5,111650.00,3349.50,108300.50,33350.00,141650.50,
,014-2024-RS-000182,14,3/4/2024 17:05,DEF,966190,AGT,13,EFG-6-26-R,99687.5,11962.5,111650.00,3349.50,108300.50,33350.00,141650.50,
,014-2024-RS-000183,14,3/4/2024 17:09,DEF,966190,AGT,13,EFG-6-26-S,99687.5,11962.5,111650.00,3349.50,108300.50,33350.00,141650.50,
,021-2024-RS-000223,21,3/5/2024 11:07,INH,966203,AGT,13,KLM-12-21-H,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,021-2024-RS-000224,21,3/5/2024 11:24,INH,966203,AGT,13,KLM-2-B-1-B,30133.93,3616.07,33750.00,0.00,33750.00,11250.00,45000.00,
,014-2024-RS-000187,14,3/7/2024 9:11,INH,966218,AGT,13,EFG-6-39-S,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000188,14,3/7/2024 9:19,INH,966218,AGT,13,EFG-6-39-N,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000189,14,3/7/2024 9:25,INH,966218,AGT,13,EFG-6-39-T,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000190,14,3/8/2024 14:26,INH,966248,AGT,13,EFG-6-45-D,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,018-2024-RS-000300,18,3/9/2024 9:22,DEF,966267,AGT,13,HIJ-27-35-H,78348.21,9401.79,87750.00,0.00,87750.00,29250.00,117000.00,
,018-2024-RS-000301,18,3/9/2024 9:26,DEF,966267,AGT,13,HIJ-27-35-I,78348.21,9401.79,87750.00,2632.50,85117.50,29250.00,114367.50,
,018-2024-RS-000302,18,3/9/2024 9:29,DEF,966267,AGT,13,HIJ-27-35-J,78348.21,9401.79,87750.00,2632.50,85117.50,29250.00,114367.50,
,018-2024-RS-000322,18,3/9/2024 15:03,INH,966515,AGT,13,HIJ-16-4-O,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000295,18,3/9/2024 15:54,DEF,966261,AGT,13,HIJ-16-12-N,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,018-2024-RS-000296,18,3/9/2024 16:00,DEF,966261,AGT,13,HIJ-16-12-O,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000297,18,3/9/2024 16:19,INH,966263,AGT,13,HIJ-16-12-C,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,018-2024-RS-000298,18,3/9/2024 16:46,INH,966264,AGT,13,HIJ-16-28-C,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000299,18,3/9/2024 17:10,INH,966265,AGT,13,HIJ-18-23-B,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,014-2024-RS-000193,14,3/11/2024 15:39,INH,966276,AGT,13,EFG-6-36-S,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,018-2024-RS-000314,18,3/11/2024 15:42,INH,966334,AGT,13,HIJ-11-16-R,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000315,18,3/11/2024 15:55,INH,966331,AGT,13,HIJ-11-16-Q,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000316,18,3/11/2024 16:34,INH,966331,AGT,13,HIJ-11-16-P,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,012-2024-RS-000047,12,3/12/2024 13:37,DEF,966295,AGT,13,ABC-31-6-P,60267.86,7232.14,67500.00,0.00,67500.00,22500.00,90000.00,
,014-2024-RS-000194,14,3/12/2024 14:50,INH,966300,AGT,13,EFG-6-34-M,106562.5,12787.5,119350.00,0.00,119350.00,35650.00,155000.00,
,012-2024-RS-000048,12,3/12/2024 15:43,INH,966301,OFCEMP,13,ABC-31-6-C,65625,7875,73500.00,0.00,73500.00,24500.00,98000.00,
,014-2024-RS-000195,14,3/12/2024 17:20,DEF,966305,AGT,13,EFG-6-8-K,113437.5,13612.5,127050.00,0.00,127050.00,37950.00,165000.00,
,014-2024-RS-000196,14,3/12/2024 17:26,DEF,966305,AGT,13,EFG-6-8-L,113437.5,13612.5,127050.00,0.00,127050.00,37950.00,165000.00,
,018-2024-RS-000318,18,3/14/2024 10:24,INH,966343,AGT,13,HIJ-20-32-H,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000305,18,3/14/2024 13:14,INH,966341,AGT,13,HIJ-20-32-I,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000306,18,3/14/2024 13:41,INH,966344,AGT,13,HIJ-20-32-F,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000307,18,3/14/2024 14:24,INH,966344,AGT,13,HIJ-20-31-J,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,021-2024-RS-000226,21,3/14/2024 16:08,INH,966328,AGT,13,KLM-5-8-H,66964.29,8035.71,75000.00,7500.00,67500.00,25000.00,92500.00,
,021-2024-RS-000227,21,3/14/2024 16:21,INH,966328,AGT,13,KLM-5-8-I,66964.29,8035.71,75000.00,7500.00,67500.00,25000.00,92500.00,
,021-2024-RS-000228,21,3/14/2024 16:26,INH,966328,AGT,13,KLM-5-8-J,66964.29,8035.71,75000.00,7500.00,67500.00,25000.00,92500.00,
,021-2024-RS-000229,21,3/14/2024 16:28,INH,966328,AGT,13,KLM-8-25-I,66964.29,8035.71,75000.00,7500.00,67500.00,25000.00,92500.00,
,021-2024-RS-000230,21,3/14/2024 16:32,INH,966328,AGT,13,KLM-8-25-J,66964.29,8035.71,75000.00,7500.00,67500.00,25000.00,92500.00,
,021-2024-RS-000231,21,3/14/2024 16:35,INH,966328,AGT,13,KLM-9-20-C,66964.29,8035.71,75000.00,7500.00,67500.00,25000.00,92500.00,
,021-2024-RS-000232,21,3/14/2024 16:39,INH,966328,AGT,13,KLM-9-20-D,66964.29,8035.71,75000.00,7500.00,67500.00,25000.00,92500.00,
,021-2024-RS-000233,21,3/14/2024 16:43,INH,966328,AGT,13,KLM-12-23-E,66964.29,8035.71,75000.00,7500.00,67500.00,25000.00,92500.00,
,018-2024-RS-000335,18,3/14/2024 16:44,INH,966324,AGT,13,HIJ-16-13-J,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000344,18,3/14/2024 16:52,INH,966321,AGT,13,HIJ-16-13-D,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,021-2024-RS-000234,21,3/14/2024 16:54,INH,966328,AGT,13,KLM-12-23-D,66964.29,8035.71,75000.00,7500.00,67500.00,25000.00,92500.00,
,018-2024-RS-000345,18,3/14/2024 16:59,INH,966321,AGT,13,HIJ-16-13-E,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000308,18,3/14/2024 16:59,INH,966352,AGT,13,HIJ-20-32-G,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,021-2024-RS-000235,21,3/14/2024 17:01,INH,966328,AGT,13,KLM-12-24-A,66964.29,8035.71,75000.00,7500.00,67500.00,25000.00,92500.00,
,018-2024-RS-000336,18,3/14/2024 17:16,INH,966324,AGT,13,HIJ-16-13-I,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000303,18,3/14/2024 17:41,INH,966330,AGT,13,HIJ-11-30-I,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000304,18,3/14/2024 17:54,INH,966330,AGT,13,HIJ-11-29-I,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,021-2024-RS-000236,21,3/15/2024 11:45,INH,966340,AGT,13,KLM-9-26-H,64285.71,7714.29,72000.00,2160.00,69840.00,24000.00,93840.00,
,021-2024-RS-000237,21,3/15/2024 11:48,INH,966340,AGT,13,KLM-9-26-I,64285.71,7714.29,72000.00,2160.00,69840.00,24000.00,93840.00,
,021-2024-RS-000238,21,3/15/2024 11:51,INH,966340,AGT,13,KLM-9-26-J,64285.71,7714.29,72000.00,2160.00,69840.00,24000.00,93840.00,
,021-2024-RS-000241,21,3/15/2024 17:53,INH,966354,AGT,13,KLM-8-18-H,64285.71,7714.29,72000.00,2160.00,69840.00,24000.00,93840.00,
,021-2024-RS-000242,21,3/15/2024 18:00,INH,966354,AGT,13,KLM-8-18-I,64285.71,7714.29,72000.00,2160.00,69840.00,24000.00,93840.00,
,021-2024-RS-000243,21,3/15/2024 18:03,INH,966354,AGT,13,KLM-8-18-J,64285.71,7714.29,72000.00,2160.00,69840.00,24000.00,93840.00,
,018-2024-RS-000309,18,3/16/2024 11:24,INH,966360,AGT,13,HIJ-11-15-K,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000310,18,3/16/2024 11:44,INH,966361,AGT,13,HIJ-11-15-L,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000311,18,3/16/2024 12:00,INH,966361,AGT,13,HIJ-11-15-M,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,012-2024-RS-000049,12,3/16/2024 14:47,INH,966366,AGT,13,ABC-24-21-J,60267.86,7232.14,67500.00,0.00,67500.00,22500.00,90000.00,
,012-2024-RS-000051,12,3/18/2024 15:34,INH,78866,AGT,13,ABC-32-1-T,60267.86,7232.14,67500.00,0.00,67500.00,22500.00,90000.00,
,021-2024-RS-000244,21,3/20/2024 15:45,INH,966401,AGT,13,KLM-2-B-1-J,30133.93,3616.07,33750.00,0.00,33750.00,11250.00,45000.00,
,021-2024-RS-000245,21,3/20/2024 15:52,INH,964213,AGT,13,KLM-2-B-1-I,30133.93,3616.07,33750.00,0.00,33750.00,11250.00,45000.00,
,014-2024-RS-000197,14,3/20/2024 16:27,DEF,966402,OFCEMP,13,EFG-2-1-F,113437.5,13612.5,127050.00,0.00,127050.00,37950.00,165000.00,
,018-2024-RS-000319,18,3/23/2024 11:17,INH,966459,AGT,13,HIJ-11-15-O,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000333,18,3/23/2024 13:07,INH,966467,AGT,13,HIJ-11-20-K,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,012-2024-RS-000052,12,3/23/2024 13:28,DEF,966471,AGT,13,ABC-4B-4-L,32142.86,3857.14,36000.00,0.00,36000.00,12000.00,48000.00,
,018-2024-RS-000334,18,3/23/2024 14:00,INH,966462,AGT,13,HIJ-27-8-A,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,018-2024-RS-000329,18,3/23/2024 15:27,INH,966565,AGT,13,HIJ-27-8-B,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,021-2024-RS-000247,21,3/23/2024 15:51,INH,966478,AGT,13,KLM-8-26-E,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,021-2024-RS-000248,21,3/23/2024 15:59,INH,966480,AGT,13,KLM-8-27-C,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,018-2024-RS-000325,18,3/23/2024 16:35,INH,966468,AGT,13,HIJ-16-23-C,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,018-2024-RS-000326,18,3/23/2024 16:47,INH,966468,AGT,13,HIJ-16-23-D,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,021-2024-RS-000255,21,3/23/2024 17:32,INH,966483,AGT,13,KLM-8-15-A,64285.71,7714.29,72000.00,7200.00,64800.00,24000.00,88800.00,
,021-2024-RS-000256,21,3/23/2024 17:36,INH,966483,AGT,13,KLM-8-15-B,64285.71,7714.29,72000.00,7200.00,64800.00,24000.00,88800.00,
,021-2024-RS-000257,21,3/23/2024 17:38,INH,966483,AGT,13,KLM-8-15-C,64285.71,7714.29,72000.00,7200.00,64800.00,24000.00,88800.00,
,021-2024-RS-000258,21,3/23/2024 17:42,INH,966483,AGT,13,KLM-8-15-D,64285.71,7714.29,72000.00,7200.00,64800.00,24000.00,88800.00,
,018-2024-RS-000327,18,3/23/2024 17:44,INH,966539,AGT,13,HIJ-26A-1-O,1004464.29,120535.71,1125000.00,0.00,1125000.00,375000.00,1500000.00,
,021-2024-RS-000259,21,3/23/2024 17:45,INH,966483,AGT,13,KLM-8-15-E,64285.71,7714.29,72000.00,7200.00,64800.00,24000.00,88800.00,
,012-2024-RS-000054,12,3/23/2024 18:09,INH,966487,AGT,13,ABC-16-5-H,502232.14,60267.86,562500.00,0.00,562500.00,187500.00,750000.00,
,018-2024-RS-000328,18,3/23/2024 18:37,INH,966544,AGT,13,HIJ-17-28-M,78348.21,9401.79,87750.00,0.00,87750.00,29250.00,117000.00,
,014-2024-RS-000199,14,3/25/2024 11:59,INH,966504,AGT,13,EFG-6-41-G,113437.5,13612.5,127050.00,0.00,127050.00,37950.00,165000.00,
,018-2024-RS-000320,18,3/25/2024 12:58,INH,966495,AGT,13,HIJ-16-18-I,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,018-2024-RS-000321,18,3/25/2024 13:09,INH,966497,AGT,13,HIJ-16-18-H,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,012-2024-RS-000055,12,3/25/2024 13:16,INH,966487,AGT,13,ABC-15-40-J,80357.14,9642.86,90000.00,0.00,90000.00,30000.00,120000.00,
,014-2024-RS-000200,14,3/25/2024 14:21,INH,966508,AGT,13,EFG-6-39-P,99687.5,11962.5,111650.00,3349.50,108300.50,33350.00,141650.50,
,014-2024-RS-000201,14,3/25/2024 14:26,INH,966508,AGT,13,EFG-6-39-Q,99687.5,11962.5,111650.00,3349.50,108300.50,33350.00,141650.50,
,014-2024-RS-000202,14,3/25/2024 14:30,INH,966508,AGT,13,EFG-6-39-R,99687.5,11962.5,111650.00,3349.50,108300.50,33350.00,141650.50,
,014-2024-RS-000203,14,3/25/2024 14:42,INH,966426,AGT,13,EFG-6-45-A,99687.5,11962.5,111650.00,2233.00,109417.00,33350.00,142767.00,
,021-2024-RS-000260,21,3/25/2024 14:58,INH,966521,AGT,13,KLM-8-16-R,64285.71,7714.29,72000.00,0.00,72000.00,24000.00,96000.00,
,012-2024-RS-000056,12,3/25/2024 15:48,INH,966486,AGT,13,ABC-15-40-I,80357.14,9642.86,90000.00,0.00,90000.00,30000.00,120000.00,
,014-2024-RS-000207,14,3/25/2024 15:54,INH,966523,AGT,13,EFG-6-34-C,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,018-2024-RS-000330,18,3/25/2024 16:10,INH,966570,AGT,13,HIJ-20-20-C,66964.29,8035.71,75000.00,0.00,75000.00,25000.00,100000.00,
,012-2024-RS-000057,12,3/25/2024 16:24,INH,966527,AGT,13,ABC-8-14-B,63616.07,7633.93,71250.00,0.00,71250.00,23750.00,95000.00,
,014-2024-RS-000208,14,3/25/2024 16:43,INH,966531,AGT,13,EFG-6-16-H,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000209,14,3/25/2024 16:48,INH,966513,AGT,13,EFG-6-38-T,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000211,14,3/25/2024 17:03,DEF,966429,AGT,13,EFG-6-8-M,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000212,14,3/25/2024 17:12,DEF,966429,AGT,13,EFG-6-8-N,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000213,14,3/25/2024 17:20,INH,966536,AGT,13,EFG-6-39-K,99687.5,11962.5,111650.00,0.00,111650.00,33350.00,145000.00,
,014-2024-RS-000215,14,3/25/2024 17:34,INH,966540,AGT,13,EFG-6-39-C,99687.5,11962.5,111650.00,3349.50,108300.50,33350.00,141650.50,
,014-2024-RS-000216,14,3/25/2024 17:53,INH,966540,AGT,13,EFG-6-39-D,99687.5,11962.5,111650.00,3349.50,108300.50,33350.00,141650.50,
,014-2024-RS-000217,14,3/25/2024 17:58,INH,966540,AGT,13,EFG-6-39-E,99687.5,11962.5,111650.00,3349.50,108300.50,33350.00,141650.50,
,014-2024-RS-000218,14,3/25/2024 18:10,INH,966541,AGT,13,EFG-4-14-F,106562.5,12787.5,119350.00,0.00,119350.00,35650.00,155000.00,
,014-2024-RS-000219,14,3/25/2024 18:24,INH,966542,AGT,13,EFG-4-1-M,106562.5,12787.5,119350.00,0.00,119350.00,35650.00,155000.00,
